inchi_key,level1,level2,level3,level4,level5,name,pert_id,smiles
PZRHRDRVRGEVNW-UHFFFAOYSA-N,C,C01,C01C,C01CE,C01CE02,milrinone,BRD-K67080878,CC1[NH]C(=O)C(CC1-C1CCNCC1)C#N
OBKXEAXTFZPCHS-UHFFFAOYSA-N,A,A16,A16A,A16AX,A16AX03,phenylbutyric acid,phenylbutyric acid,OC(=O)CCCC1CCCCC1
QNZCBYKSOIHPEH-UHFFFAOYSA-N,B,B01,B01A,B01AF,B01AF02,apixaban,BRD-K67121414,COC1CCC(CC1)-N1NC(C(N)=O)C2CCN(C(=O)C12)C1CCC(CC1)N1CCCCC1=O
PWKSKIMOESPYIA-SCSAIBSYSA-N,,,,,,,,CC(=O)N[C@H](CS)C(O)=O
KYWCWBXGRWWINE-UHFFFAOYSA-N,B,B01,B01A,B01AC,B01AC03,picotamide,BRD-K67277431,COC1CCC(CC1C(=O)NCC1CCCNC1)C(=O)NCC1CCCNC1
WZMQMKNCWDCCMT-UHFFFAOYSA-N,,,,,,fanapanel,fanapanel,OP(O)(=O)CN1C2CC(N3CCOCC3)C(CC2[NH]C(=O)C1=O)C(F)(F)F
DEZZLWQELQORIU-RELWKKBWSA-N,,,,,,,,OCCN1CC(C(N1)-C1CCNCC1)-C1CCC2C(CC\C2=N/O)C1
CMHQDSBIBSKHFP-UHFFFAOYSA-N,,,,,,,,OC(=O)C1=CCCN(CCOC(C2CCC(CC2)C(F)(F)F)C2CCC(CC2)C(F)(F)F)C1
LNEPOXFFQSENCJ-UHFFFAOYSA-N,N,N05,N05A,N05AD,N05AD01,haloperidol,BRD-K67783091,OC1(CCN(CCCC(=O)C2CCC(F)CC2)CC1)C1CCC(CL)CC1
HPFLVTSWRFCPCV-UHFFFAOYSA-N,,,,,,,,O=C(NCCN1CCN(CC1)C1NCCCN1)C12CC3CC(CC(C3)C1)C2
MPUQHZXIXSTTDU-QXGSTGNESA-N,,,,,,pevonedistat,BRD-K67844266,NS(=O)(=O)OC[C@@H]1C[C@H](C[C@@H]1O)N1CCC2C(N[C@H]3CCC4CCCCC34)NCNC12
YAEMHJKFIIIULI-UHFFFAOYSA-N,,,,,,"n-(4-methoxybenzyl)-n'-(5-nitro-1,3-thiazol-2-yl)urea","n-(4-methoxybenzyl)-n'-(5-nitro-1,3-thiazol-2-yl)urea",COC1CCC(CNC(=O)NC2NCC(S2)[N+]([O-])=O)CC1
TUVCWJQQGGETHL-UHFFFAOYSA-N,,,,,,,,OC1CCCC(C1)-C1NC(N2CCOCC2)C2OC3NCCCC3C2N1
PTQXTEKSNBVPQJ-UHFFFAOYSA-N,,,,,,avasimibe,BRD-K67901620,CC(C)C1CC(C(C)C)C(CC(=O)NS(=O)(=O)OC2C(CCCC2C(C)C)C(C)C)C(C1)C(C)C
RLAWWYSOJDYHDC-BZSNNMDCSA-N,C,C09,C09B,C09BA,C09BA03,lisinopril,BRD-K67966701,NCCCC[C@H](N[C@@H](CCC1CCCCC1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
ULDXWLCXEDXJGE-UHFFFAOYSA-N,,,,,,,,NC1(CCC1)C1CCC(CC1)-C1NC2CCN3C(N[NH]C3=O)C2CC1-C1CCCCC1
HXYVTAGFYLMHSO-UHFFFAOYSA-N,,,,,,palmidrol,palmidrol,CCCCCCCCCCCCCCCC(=O)NCCO
XRUUVUYJUULCBQ-UHFFFAOYSA-N,,,,,,,,COC1CCC(CC1)-N1NC2C3CCCCCC3[NH]CC2C1=O
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,D,D01,D01A,D01AE,D01AE15,terbinafine,BRD-K68132782,CN(C\C=C\C#CC(C)(C)C)CC1CCCC2CCCCC12
QXRSDHAAWVKZLJ-AXCXJGFASA-N,,,,,,,,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1CSC(C)N1
GUXXEUUYCAYESJ-UHFFFAOYSA-N,,,,,,,,NC1CCC(CN1)-C1CCC2NCC3CCC(=O)N(-C4CCCC(C4)C(F)(F)F)C3C2C1
IYUFHBXMTTXZBE-UHFFFAOYSA-N,,,,,,,,CC1CN(CN1)-C1CC(CC(C1)C(F)(F)F)C(=O)NC1CCC(C)C(NC(=O)C2CCNO2)C1
VMZUTJCNQWMAGF-UHFFFAOYSA-N,N,N05,N05B,N05BA,N05BA19,etizolam,BRD-K68232413,CCC1CC2C(S1)-N1C(C)NNC1CN=C2C1CCCCC1CL
VPPJLAIAVCUEMN-GFCCVEGCSA-N,N,N03,N03A,N03AX,N03AX18,lacosamide,BRD-K68232650,COC[C@@H](NC(C)=O)C(=O)NCC1CCCCC1
GFNNBHLJANVSQV-UHFFFAOYSA-N,,,,,,,,COC1CC2NCNC(NC3CCCC(CL)C3)C2CC1OC
XCPGHVQEEXUHNC-UHFFFAOYSA-N,L,L01,L01X,L01XX,L01XX01,amsacrine,BRD-K68346641,COC1CC(NS(C)(=O)=O)CCC1NC1C2CCCCC2NC2CCCCC12
VMDUABMKBUKKPG-UHFFFAOYSA-N,,,,,,,,CCOC(=O)C1NCC2[NH]C3CCCC(OC(C)C)C3C2C1C
YVCXQRVVNQMZEI-UHFFFAOYSA-N,,,,,,,,COC1CC2NCNC(NC3CC(BR)C(O)C(BR)C3)C2CC1OC
BLQYVHBZHAISJM-CMDGGOBGSA-N,,,,,,,,CN1CCN(CC1)C1CC(NC2CC(C)[NH]N2)NC(\C=C\C2CCCCC2)N1
PGXYIBJJCLWJST-MUUNZHRXSA-N,,,,,,,,CC(C)[C@@H](N(CCCN)C(=O)C1CCC(C)CC1)C1OC2CC(CL)CCC2C(=O)C1CC1CCCCC1
HEKJYZZSCQBJGB-XDHOZWIPSA-N,,,,,,,,CC1=NN(C(=O)C\1=C\C1CCC(O1)-C1CC(C)C(C)CC1[N+]([O-])=O)C1CCC(CC1)C(O)=O
PHEDXBVPIONUQT-RGYGYFBISA-N,,,,,,,,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O
RRHJHSBDJDZUGL-UHFFFAOYSA-N,,,,,,,,CNC(=N)NC(=O)NC1C(C)CCCC1C
RYYNGWLOYLRZLK-RBUKOAKNSA-N,,,,,,pf-03814735,pf-03814735,CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1C1CC(NC3NCC(C(NC4CCC4)N3)C(F)(F)F)CCC21
XVECMUKVOMUNLE-UHFFFAOYSA-N,,,,,,"5-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)-1h-pyrazolo[3,4-c]pyridazin-3-amine","5-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)-1h-pyrazolo[3,4-c]pyridazin-3-amine",NC1[NH]NC2NNC(CC12)-C1C(NN2CCCCC12)-C1CCCCC1
URKOMYMAXPYINW-UHFFFAOYSA-N,N,N05,N05A,N05AH,N05AH04,quetiapine,BRD-K68867920,OCCOCCN1CCN(CC1)C1=NC2CCCCC2SC2CCCCC12
BJCJYEYYYGBROF-UHFFFAOYSA-N,,,,,,flumatinib,BRD-K68870568,CN1CCN(CC2CCC(CC2C(F)(F)F)C(=O)NC2CNC(C)C(NC3NCCC(N3)-C3CCCNC3)C2)CC1
WZRFLSDVFPIXOV-LRQRDZAKSA-N,,,,,,gdc-0152,gdc-0152,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NC1SNNC1-C1CCCCC1
UQRCJCNVNUFYDX-UHFFFAOYSA-N,,,,,,golvatinib,BRD-K69001009,CN1CCN(CC1)C1CCN(CC1)C(=O)NC1CC(OC2CCC(NC(=O)C3(CC3)C(=O)NC3CCC(F)CC3)C(F)C2)CCN1
GZKLJWGUPQBVJQ-UHFFFAOYSA-N,N,N05,N05A,N05AE,N05AE03,sertindole,BRD-K69116396,FC1CCC(CC1)-N1CC(C2CCN(CCN3CCNC3=O)CC2)C2CC(CL)CCC12
TYNLGDBUJLVSMA-UHFFFAOYSA-N,M,M01,M01A,M01AX,M01AX21,diacerein,BRD-K69122748,CC(=O)OC1CCCC2C(=O)C3CC(CC(OC(C)=O)C3C(=O)C12)C(O)=O
UFSKUSARDNFIRC-UHFFFAOYSA-N,R,R07,R07A,R07AX,R07AX30,lumacaftor,BRD-K69236721,CC1CCC(NC(=O)C2(CC2)C2CCC3OC(F)(F)OC3C2)NC1-C1CCCC(C1)C(O)=O
VDOSWXIDETXFET-UHFFFAOYSA-N,,,,,,,,CC1CCCCC1-N1C(CF)NC2CCC(N)CC2C1=O
QJJXYPPXXYFBGM-LFZNUXCKSA-N,D,D11,D11A,D11AH,D11AH01,tacrolimus,BRD-K69608737,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
RVOLLAQWKVFTGE-UHFFFAOYSA-N,N,N07,N07A,N07AA,N07AA02,pyridostigmine,pyridostigmine,CN(C)C(=O)OC1CCC[N+](C)C1
XUKUURHRXDUEBC-KAYWLYCHSA-N,C,C10,C10B,C10BX,C10BX15,atorvastatin,BRD-K69726342,CC(C)C1C(C(=O)NC2CCCCC2)C(C(-C2CCC(F)CC2)N1CC[C@@H](O)C[C@@H](O)CC(O)=O)-C1CCCCC1
MLESJYFEMSJZLZ-MAAOGQSESA-N,,,,,,mericitabine,BRD-K69726595,CC(C)C(=O)OC[C@H]1O[C@@H](N2CCC(N)NC2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C
SXNJFOWDRLKDSF-STROYTFGSA-N,,,,,,volasertib,BRD-K69776681,CC[C@H]1N(C(C)C)C2NC(NC3CCC(CC3OC)C(=O)N[C@H]3CC[C@@H](CC3)N3CCN(CC4CC4)CC3)NCC2N(C)C1=O
KVLFRAWTRWDEDF-IRXDYDNUSA-N,,,,,,azd-8055,azd-8055,COC1CCC(CC1CO)-C1CCC2C(NC(NC2N1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C
XYFPWWZEPKGCCK-GOSISDBHSA-N,L,L01,L01X,L01XE,L01XE27,ibrutinib,BRD-K70301465,NC1NCNC2N(NC(-C3CCC(OC4CCCCC4)CC3)C12)[C@@H]1CCCN(C1)C(=O)C=C
WSEQXVZVJXJVFP-FQEVSTJZSA-N,N,N06,N06A,N06AB,N06AB10,escitalopram,BRD-K70301876,CN(C)CCC[C@]1(OCC2CC(CCC12)C#N)C1CCC(F)CC1
DKNWSYNQZKUICI-UHFFFAOYSA-N,N,N04,N04B,N04BB,N04BB01,amantadine,BRD-K70330367,NC12CC3CC(CC(C3)C1)C2
CEUORZQYGODEFX-UHFFFAOYSA-N,N,N05,N05A,N05AX,N05AX12,aripiprazole,BRD-K70358946,CLC1CCCC(N2CCN(CCCCOC3CCC4CCC(=O)NC4C3)CC2)C1CL
AAKJLRGGTJKAMG-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE03,erlotinib,BRD-K70401845,COCCOC1CC2NCNC(NC3CCCC(C3)C#C)C2CC1OCCOC
CDJNNOJINJAXPV-UHFFFAOYSA-N,,,,,,,,CC1CC(NN1CC1CCNC(C1)N1CCN(CC1)C1CC1)-C1NC(NO1)-C1CCC(OC(F)(F)F)CC1
VGKDLMBJGBXTGI-YVEFUNNKSA-N,,,,,,,,CN[C@@H]1CC[C@@H](C2CCC(CL)C(CL)C2)C2CCCCC12
GUDVQJXODNJRIJ-CALCHBBNSA-N,,,,,,,,C[C@H]1CN(CCCN2C3CCCCC3C3CCCCC23)C[C@@H](C)N1
VMXUWOKSQNHOCA-UKTHLTGXSA-N,,,,,,,,CN\C(NCCSCC1CCC(CN(C)C)O1)=C/[N+]([O-])=O
HWXIGFIVGWUZAO-UHFFFAOYSA-N,R,R03,R03D,R03DA,R03DA11,doxofylline,BRD-K70507123,CN1C2NCN(CC3OCCO3)C2C(=O)N(C)C1=O
OCKHRKSTDPOHEN-BQYQJAHWSA-N,,,,,,,,COC1CCC(CC1)S(=O)(=O)N(C(C)=O)C1CCCCC1\C=C\C1CC[N+]([O-])CC1
IHOVFYSQUDPMCN-DBEBIPAYSA-N,,,,,,zosuquidar,BRD-K70557564,O[C@@H](COC1CCCC2NCCCC12)CN1CCN(CC1)[C@@H]1C2CCCCC2[C@@H]2[C@H](C3CCCCC13)C2(F)F
JFLIEFSWGNOPJJ-JTQLQIEISA-N,,,,,,,,NC(=O)CC[C@H](NC(=O)CC1CCCCC1)C(O)=O
WPMJNLCLKAKMLA-UGLKCIBTSA-N,,,,,,,,C[C@H]1CC[C@@H](CC1)C(=O)N([C@@H]1CC[C@H](O)CC1)C1CC(SC1C(O)=O)C#CC(C)(C)C
QLPHOXTXAKOFMU-WBVHZDCISA-N,,,,,,,,CNC1NC(CC(N1)-C1CCC2C(N)N[NH]C2C1)N1C[C@H](CC[C@H]1C)C(=O)NC1CCCCC1
PHLBKPHSAVXXEF-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX05,trazodone,BRD-K70778732,CLC1CCCC(C1)N1CCN(CCCN2NC3CCCCN3C2=O)CC1
GYBXAGDWMCJZJK-UHFFFAOYSA-N,,,,,,,,CCN(CC)CCCCN1C2CCCCC2OC2CCC(CL)CC12
MHUUDVZSPFRUSK-RQZCQDPDSA-N,,,,,,,,NC(=O)N\N=C\C1CCC(OC2CCC(F)CC2)CC1
FTFRZXFNZVCRSK-UHFFFAOYSA-N,,,,,,falnidamol,falnidamol,CN1CCC(CC1)NC1NCC2NCNC(NC3CCC(F)C(CL)C3)C2N1
CWJNMKKMGIAGDK-UHFFFAOYSA-N,,,,,,,,COC1CCCCC1OC(=O)CNC(=O)CC1CCC(C(=O)C2CCC(C)CC2)N1C
WJEOLQLKVOPQFV-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE22,masitinib,BRD-K71035033,CN1CCN(CC2CCC(CC2)C(=O)NC2CCC(C)C(NC3NC(CS3)-C3CCCNC3)C2)CC1
YTAOBBFIOAEMLL-REQDGWNSSA-N,D,D01,D01A,D01AC,D01AC18,luliconazole,BRD-K71058253,CLC1CCC([C@@H]2CS\C(S2)=C(\C#N)N2CCNC2)C(CL)C1
IAVUPMFITXYVAF-POYBYMJQSA-N,,,,,,,,CCN[C@@H]1C[C@H](C)S(=O)(=O)C2SC(CC12)S(N)(=O)=O
ZEUITGRIYCTCEM-KRWDZBQOSA-N,N,N06,N06A,N06AX,N06AX21,duloxetine,BRD-K71103788,CNCC[C@H](OC1CCCC2CCCCC12)C1CCCS1
GIUYCYHIANZCFB-FJFJXFQQSA-N,,,,,,,,NC1NC(F)NC2N(CNC12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
CZRCFAOMWRAFIC-UHFFFAOYSA-N,,,,,,,,CCCCCCCCCCCCCCOC1CCC(O1)C(O)=O
PKWRMUKBEYJEIX-DXXQBUJASA-N,,,,,,birinapant,BRD-K71221037,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1CC1C([NH]C2CC(F)CCC12)-C1[NH]C2CC(F)CCC2C1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC
ZFVRYNYOPQZKDG-MQMHXKEQSA-N,,,,,,,,CC1(C)CC2C(C(NN2-C2CCC(C(N)=O)C(N[C@H]3CC[C@H](O)CC3)C2)C(F)(F)F)C(=O)C1
YEEZWCHGZNKEEK-UHFFFAOYSA-N,R,R03,R03D,R03DC,R03DC01,zafirlukast,BRD-K71289571,COC1CC(CCC1CC1CN(C)C2CCC(NC(=O)OC3CCCC3)CC12)C(=O)NS(=O)(=O)C1CCCCC1C
GRZXWCHAXNAUHY-AHRSYUTCSA-N,,,,,,,,CC(C)NC[C@@H](C(=O)N1CCN(CC1)C1NCNC2[C@@H](O)C[C@@H](C)C12)C1CCC(CL)CC1
SSRDSYXGYPJKRR-ZDUSSCGKSA-N,,,,,,encenicline,encenicline,CLC1CCCC2CC(SC12)C(=O)N[C@H]1CN2CCC1CC2
FFGPTBGBLSHEPO-UHFFFAOYSA-N,N,N03,N03A,N03AF,N03AF01,carbamazepine,BRD-K71799949,NC(=O)N1C2CCCCC2C=CC2CCCCC12
MTCFGRXMJLQNBG-UWTATZPHSA-N,,,,,,d-serine,d-serine,N[C@H](CO)C(O)=O
ZBRAJOQFSNYJMF-SFHVURJKSA-N,,,,,,seviteronel,seviteronel,CC(C)[C@@](O)(C1C[NH]NN1)C1CCC2CC(OC(F)F)C(OC(F)F)CC2C1
FYPMFJGVHOHGLL-UHFFFAOYSA-N,C,C10,C10A,C10AX,C10AX02,probucol,BRD-K72029282,CC(C)(SC1CC(C(O)C(C1)C(C)(C)C)C(C)(C)C)SC1CC(C(O)C(C1)C(C)(C)C)C(C)(C)C
OIRDTQYFTABQOQ-UHTZMRCNSA-N,J,J05,J05A,J05AB,J05AB03,vidarabine,BRD-K72093121,NC1NCNC2N(CNC12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
LUZRJRNZXALNLM-JGRZULCMSA-N,N,N02,N02C,N02CA,N02CA51,dihydroergotamine,BRD-K72166146,CN1C[C@@H](C[C@H]2[C@H]1CC1C[NH]C3CCCC2C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3CCCCC3)N2C1=O
WDSCBUNMANHPFH-UHFFFAOYSA-N,,,,,,,,CC(=O)NCCCCCC(O)=O
JSDRRTOADPPCHY-HSQYWUDLSA-N,C,C09,C09A,C09AA,C09AA06,quinapril,BRD-K72222507,CCOC(=O)[C@H](CCC1CCCCC1)N[C@@H](C)C(=O)N1CC2CCCCC2C[C@H]1C(O)=O
WJRRGYBTGDJBFX-UHFFFAOYSA-N,,,,,,,,CC(C)N1C(C)NCC1-C1CCNC(NC2CCC(CC2)S(C)(=O)=O)N1
ITTRLTNMFYIYPA-UHFFFAOYSA-N,,,,,,,,COC1CC(CCC1NC1NCC(CL)C(OC2CCCC(NC(=O)C=C)C2)N1)N1CCN(C)CC1
JMVDIGHUQAXWIE-UHFFFAOYSA-N,,,,,,,,CC1CCC(CC1NC(=O)C=C)-N1C2C(CCC1=O)CNC1CCC(CC21)-C1CN[NH]C1
OGNYUTNQZVRGMN-UHFFFAOYSA-N,,,,,,,,COC1CC2C(NC3CCC(NC(=O)C4CCCCC4)CC3)NCNC2CC1OCCCN1CCOCC1
BCSHRERPHLTPEE-NRFANRHFSA-N,,,,,,cep-37440,cep-37440,CNC(=O)C1CCCCC1NC1NC(NC2CCC3C[C@H](CCCC3C2OC)N2CCN(CCO)CC2)NCC1CL
FKDHHVKWGRFRTG-UHFFFAOYSA-N,C,C01,C01D,C01DX,C01DX18,linsidomine,BRD-K72922393,N=C1C[N+]([N-]O1)N1CCOCC1
ZOCKGBMQLCSHFP-KQRAQHLDSA-N,L,L01,L01D,L01DB,L01DB09,valrubicin,BRD-K72951360,CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C2C(O)C3C(=O)C4C(OC)CCCC4C(=O)C3C(O)C2C1
ODKNJVUHOIMIIZ-XVMARJQXSA-N,,,,,,,,OC[C@H]1O[C@@H](C[C@@H]1O)N1CC(F)C(=O)[NH]C1=O
HLFSDGLLUJUHTE-SNVBAGLBSA-N,P,P02,P02C,P02CE,P02CE01,levamisole,BRD-K73107279,C1CN2C[C@@H](N=C2S1)C1CCCCC1
GDLBFKVLRPITMI-UHFFFAOYSA-N,G,G01,G01A,G01AE,G01AE10,diazoxide,BRD-K73109821,CC1=NC2CCC(CL)CC2S(=O)(=O)N1
ICMGLRUYEQNHPF-UHFFFAOYSA-N,C,C02,C02C,C02CA,C02CA06,urapidil,BRD-K73196317,COC1CCCCC1N1CCN(CCCNC2CC(=O)N(C)C(=O)N2C)CC1
BJYLYJCXYAMOFT-RSFVBTMBSA-N,D,D05,D05A,D05AX,D05AX04,tacalcitol,BRD-K73237276,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
HQWTUOLCGKIECB-XZWHSSHBSA-N,,,,,,,,OC1CCC(C[C@@H]2N3[C@H](CN(CC4CCCC5CCCCC45)C2=O)N(CCC3=O)C(=O)NCC2CCCCC2)CC1
PDMUGYOXRHVNMO-UHFFFAOYSA-N,,,,,,pf-04217903,pf-04217903,OCCN1CC(CN1)-C1CNC2NNN(CC3CCC4NCCCC4C3)C2N1
HOMJAAIVTDVQJA-IZHYLOQSSA-N,,,,,,,,CN(C)CC1CCCC(N\C(C2CCCCC2)=C2/C(=O)NC3CC(CCC23)C(=O)N(C)C)C1
SONNWYBIRXJNDC-VIFPVBQESA-N,S,S01,S01F,S01FB,S01FB01,phenylephrine,BRD-K73381542,CNC[C@H](O)C1CCCC(O)C1
DGZZVIWCMGVHGV-LJQANCHMSA-N,,,,,,,,CC(C)ON([C@H](C(C)C)C(=O)NO)S(=O)(=O)C1CCC(CC1)C2CCCCC2
WPYWMXNXEZFMAK-UHFFFAOYSA-N,,,,,,,,OC(=O)CCCCN(CCC1CCCCC1OCC1CCC(CCC2CCCCC2)CC1)CC1CCC(CC1)C(O)=O
ZPANWZBSGMDWON-UHFFFAOYSA-N,,,,,,,,OC1CCC2CCCCC2C1CC1C(O)CCC2CCCCC12
XILVEPYQJIOVNB-UHFFFAOYSA-N,M,M02,M02A,M02AA,M02AA06,etofenamate,BRD-K73541271,OCCOCCOC(=O)C1CCCCC1NC1CCCC(C1)C(F)(F)F
GMVPRGQOIOIIMI-AIJKCLAYSA-N,,,,,,,,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCCCCC(O)=O
MQTOSJVFKKJCRP-MTXCBGCVSA-N,,,,,,,,CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
HEQDZPHDVAOBLN-UHFFFAOYSA-N,,,,,,,,CC(C)C1CCC(NC(=O)CN2CNC3N(C)C(=O)N(C)C(=O)C23)CC1
RMMXLENWKUUMAY-UHFFFAOYSA-N,C,C09,C09D,C09DB,C09DB04,telmisartan,BRD-K73999723,CCCC1NC2C(C)CC(CC2N1CC1CCC(CC1)-C1CCCCC1C(O)=O)-C1NC2CCCCC2N1C
SOLIIYNRSAWTSQ-UHFFFAOYSA-N,,,,,,indibulin,BRD-K74057757,CLC1CCC(CN2CC(C(=O)C(=O)NC3CCNCC3)C3CCCCC23)CC1
MVCOAUNKQVWQHZ-UHFFFAOYSA-N,,,,,,1-(5-tert-butyl-2-p-tolyl-2h-pyrazol-3-yl)-3-[4-(2-morpholin-4-yl-ethoxy)-naphthalen-1-yl]-urea,1-(5-tert-butyl-2-p-tolyl-2h-pyrazol-3-yl)-3-[4-(2-morpholin-4-yl-ethoxy)-naphthalen-1-yl]-urea,CC1CCC(CC1)-N1NC(CC1NC(=O)NC1CCC(OCCN2CCOCC2)C2CCCCC12)C(C)(C)C
OZGNYLLQHRPOBR-DHZHZOJOSA-N,D,D01,D01A,D01AE,D01AE22,naftifine,BRD-K74141488,CN(C\C=C\C1CCCCC1)CC1CCCC2CCCCC12
VZMSCIKIANDZNI-OAMUUVBCSA-N,,,,,,,,COC1CCC(/C=C/C(=O)CC(=O)\C=C\C2CCCC(O)C2OC)CC1O
GHMLBKRAJCXXBS-UHFFFAOYSA-N,D,D10,D10A,D10AX,D10AX02,resorcinol,BRD-K74190368,OC1CCCC(O)C1
ATCGGEJZONJOCL-UHFFFAOYSA-N,,,,,,irsogladine,BRD-K74195153,NC1NC(N)NC(N1)-C1CC(CL)CCC1CL
AULLUGALUBVBDD-UHFFFAOYSA-N,,,,,,,,COC1CC2C(NC3CCN(C)CC3)NC(NC2CC1OCCOCCN(C)C)N1CCCN(C)CC1
CHILCFMQWMQVAL-UHFFFAOYSA-N,,,,,,,,OC1CCC(CL)CC1C(=O)NC1CC(CC(C1)C(F)(F)F)C(F)(F)F
DRHKJLXJIQTDTD-OAHLLOKOSA-N,G,G04,G04C,G04CA,G04CA52,tamsulosin,BRD-K74339692,CCOC1CCCCC1OCCN[C@H](C)CC1CCC(OC)C(C1)S(N)(=O)=O
ASMXXROZKSBQIH-VITNCHFBSA-N,R,R03,R03B,R03BB,R03BB05,aclidinium,BRD-K74363950,OC(C(=O)O[C@H]1C[N+]2(CCCOC3CCCCC3)CCC1CC2)(C1CCCS1)C1CCCS1
DYTOQURYRYYNOR-UHFFFAOYSA-N,,,,,,,,CC(C)CCNC1NCCCC1C(=O)N1CCN(CC2CCCCC2)CC1
CUIHSIWYWATEQL-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE11,pazopanib,BRD-K74514084,CN(C1CCC2C(C)N(C)NC2C1)C1CCNC(NC2CCC(C)C(C2)S(N)(=O)=O)N1
PYGWGZALEOIKDF-UHFFFAOYSA-N,J,J05,J05A,J05AG,J05AG04,etravirine,BRD-K74717603,CC1CC(CC(C)C1OC1NC(NC2CCC(CC2)C#N)NC(N)C1BR)C#N
GJPICJJJRGTNOD-UHFFFAOYSA-N,C,C02,C02K,C02KX,C02KX01,bosentan,BRD-K74763371,COC1CCCCC1OC1C(NS(=O)(=O)C2CCC(CC2)C(C)(C)C)NC(NC1OCCO)-C1NCCCN1
MWYHLEQJTQJHSS-UHFFFAOYSA-N,,,,,,,,CCCC1C(OCCCCC2NNN[NH]2)CCC(C(C)=O)C1O
FGQFOYHRJSUHMR-UHFFFAOYSA-N,M,M04,M04A,M04AB,M04AB05,lesinurad,BRD-K75024268,OC(=O)CSC1NNC(BR)N1-C1CCC(C2CC2)C2CCCCC12
VPJXQGSRWJZDOB-UHFFFAOYSA-O,N,N07,N07A,N07AB,N07AB01,carbamoylcholine,carbamoylcholine,C[N+](C)(C)CCOC(N)=O
REQCZEXYDRLIBE-UHFFFAOYSA-N,C,C01,C01B,C01BA,C01BA02,procainamide,BRD-K75089421,CCN(CC)CCNC(=O)C1CCC(N)CC1
ZLHFILGSQDJULK-UHFFFAOYSA-N,,,,,,alisertib,BRD-K75295174,COC1CC(NC2NCC3CN=C(C4CC(CL)CCC4-C3N2)C2C(F)CCCC2OC)CCC1C(O)=O
HJSSPYJVWLTYHG-UHFFFAOYSA-N,,,,,,,,COC1CC(NC2NC3CCCCC3NC2NS(=O)(=O)C2CCC(NC(=O)C3CCC(C)C(OC)C3)CC2)CC(OC)C1
TTWJBBZEZQICBI-UHFFFAOYSA-N,A,A03,A03F,A03FA,A03FA01,metoclopramide,BRD-K75641298,CCN(CC)CCNC(=O)C1CC(CL)C(N)CC1OC
OTDJAMXESTUWLO-UUOKFMHZSA-N,,,,,,,,NC1NC(S)C2NCN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2N1
ULFRLSNUDGIQQP-UHFFFAOYSA-N,N,N02,N02C,N02CC,N02CC04,rizatriptan,BRD-K75699339,CN(C)CCC1C[NH]C2CCC(CN3CNCN3)CC12
VHFVKMTVMIZMIK-UHFFFAOYSA-N,,,,,,m-chlorophenylpiperazine,m-chlorophenylpiperazine,CLC1CCCC(C1)N1CCNCC1
