name,atc
ferrous aspartate,B03AA09
thioacetazone and isoniazid,J04AM04
moexipril,C09AA13
Opioids in combination with non-opioid analgesics,N02AJ
"Pyrethrines, incl. synthetic compounds, ectoparasiticides, incl. scabicides",P03AC
INSECTICIDES AND REPELLENTS,P03B
mazindol,A08AA05
"pentetrazol, combinations",R07AB53
clofazimine,J04BA01
Tetracycline antibiotics,J01A
iodine,D08AG03
plicamycin,L01DC02
"thiamazole, combinations",H03BB52
androstanolone,G03BB02
collagen,B02BC07
imidapril,C09AA16
calcitonin (human synthetic),H05BA03
diethylstilbestrol,G03CC05
carbachol,N07AB01
policresulen,D08AE02
"cascara, combinations",A06AB57
"Diazepines, oxazepines, thiazepines and oxepines antipsychotic drugs",N05AH
sodium phosphate (32P),V10XX01
Heparin group antithrombotic drugs,B01AB
chlorhexidine,R02AA05
insulin (human),A10AB01
gadodiamide,V08CA03
sodium fluoride,A12CD01
sodium sulfate,A06AD13
imipenem and cilastatin,J01DH51
nomifensine,N06AX04
camostat,B02AB04
quingestanol and ethinylestradiol,G03AA02
teniposide,L01CB02
lenalidomide,L04AX04
"Antiarrhythmics, class Ib",C01BB
Prostaglandin cardiac therapy preparations,C01EA
Other immunoglobulins in ATC,J06BC
simvastatin and ezetimibe,C10BA02
loratadine,R06AX13
"mebendazole, combinations",P02CA51
Antiseptic throat preparations,R02AA
"Sulfonamides, Gynecological",G01AE
omega-3-triglycerides incl. other esters and acids,C10AX06
dysprosium (165Dy) colloid,V10AX03
pleconaril,J05AX06
lacidipine,C08CA09
gadoversetamide,V08CA06
Research Activity,T062
rociverine,A03AA06
gold (198Au) colloidal,V10AX06
pazufloxacin,J01MA18
"disulfiram, combinations",P03AA54
"Aryloxyacetic acid derivatives, high-ceiling diuretics",C03CC
maraviroc,J05AX09
agalsidase beta,A16AB04
chloroxylenol,D08AE05
omeprazole,A02BC01
"gamolenic acid, combinations",D11AX52
chlortetracycline,A01AB21
Sodium-glucose co-transporter 2 (SGLT2) inhibitors,A10BK
hyaluronic acid,D03AX05
elbasvir and grazoprevir,J05AP54
potassium hydrogencarbonate,A12BA04
tasonermin,L03AX11
brivaracetam,N03AX23
"acetylsalicylic acid, combinations with proton pump inhibitors",B01AC56
lopinavir and ritonavir,J05AR10
"Enzymes, antithrombotic",B01AD
"expectorant combinations, excl. combinations with cough suppressants",R05CB10
DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A
"Antiarrhythmics, class III",C01BD
metharbital,N03AA30
"phenylephrine, combinations",S01GA55
benzilone,A03AB01
Other antiinfectives in ATC,S01AX
noretynodrel and estrogen,G03FA09
guaifenesin,R05CA03
toremifene,L02BA02
Research Device,T075
fluocinolone acetonide,S01BA15
"ergotamine, combinations excl. psycholeptics",N02CA52
cefonicid,J01DC06
hyaluronidase,B06AA03
Diagnostic agents for bile duct patency testing,V04CC
latanoprost,S01EE01
aflibercept,S01LA05
Strophanthus glycosides used in cardiac therapy,C01AC
"ACE INHIBITORS, PLAIN",C09A
Educational Activity,T065
pentamidine isethionate,P01CX01
terlipressin,H01BA04
Interferons,L03AB
CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,V09A
quinethazone,C03BA02
nifenazone,M02AA24
susoctocog alfa,B02BD14
iobenguane (123I),V09IX01
atovaquone,P01AX06
Antineovascularisation agents,S01LA
azanidazole,P01AB04
metahexamide,A10BB10
betamethasone and antibiotics,D07CC01
Other opioids in ATC,N02AX
sulfamazone,J01ED09
brentuximab vedotin,L01XC12
beclometasone and antibiotics,D07CC04
mecasermin rinfabate,H01AC05
entecavir,J05AF10
piromidic acid,J01MB03
rociletinib,L01XE37
"Curare alkaloid muscle relaxants, peripherally acting",M03AA
clocortolone,D07AB21
ANTINEMATODAL AGENTS,P02C
PSYCHOANALEPTICS,N06
flumetasone and antiseptics,D07BB01
cefmetazole,J01DC09
hyaluronic acid,M09AX01
cabergoline,N04BC06
Other anti-parathyroid agents in ATC,H05BX
magnesium sulfate,D11AX05
Electrolyte solutions,B05XA
Medicated shampoos,D11AC
tosylchloramide sodium,D08AX04
sodium acetate,B05XA08
Sympathomimetics,R01BA
daclatasvir,J05AP07
IMMUNOSUPPRESSANTS,L04
tolazoline,M02AX02
"Charcoal preparations, intestinal absorbents",A07BA
mefruside,C03BA05
pramiracetam,N06BX16
melitracen,N06AA14
"atorvastatin, amlodipine and perindopril",C10BX11
lumiracoxib,M01AH06
cefepime and amikacin,J01RA06
Sympathomimetics used as decongestants,S01GA
fenoxazoline,R01AA12
halcinonide,D07AD02
idrocilamide,M02AX05
Manufactured Object,T073
paraoxon,S01EB10
zotepine,N05AX11
valsartan and sacubitril,C09DX04
selenium (75Se) tauroselcholic acid,V09DX01
desipramine,N06AA01
ergocalciferol,A11CC01
Geographic Area,T083
obinutuzumab,L01XC15
Washing agents etc.,V07AX
"Imidazole and triazole derivatives, topical antifungals",D01AC
"zoledronic acid, calcium and colecalciferol, sequential",M05BB08
"theophylline, combinations with psycholeptics",R03DA74
sofosbuvir and ledipasvir,J05AP51
clioquinol,G01AC02
formocortal,S01BA12
cyanocobalamin tannin complex,B03BA02
clobutinol,R05DB03
"ANTIINFECTIVES, OPHTHALMOLOGIC AND OTOLOGIC",S03A
"Iodine products, antiseptics and disinfectants",D08AG
Other cardiac therapy combination products in ATC,C01EX
gentamicin,S03AA06
"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11D
Amphibian,T011
butaperazine,N05AB09
"Other quaternary ammonium compounds in ATC, muscle relaxants, peripherally acting",M03AC
fazadinium bromide,M03AC08
Other intestinal adsorbents in ATC,A07BC
Sensitizers used in photodynamic/radiation therapy,L01XD
Organism,T001
Adrenergics systemic drugs and other drugs for obstructive airway diseases,R03CK
antithrombin III,B01AB02
terbutaline,R03CC03
molsidomine,C01DX12
"rabies, inactivated, whole virus",J07BG01
"stavudine, lamivudine and nevirapine",J05AR07
defibrotide,B01AX01
magnesium citrate,A12CC04
clotrimazole,A01AB18
etofibrate,C10AB09
"bietaserpine, combinations",C02AA57
vincristine,L01CA02
"Piperidinedione derivatives, hypnotics and sedatives",N05CE
dixanthogen,P03AA01
magnesium carbonate,A02AA01
iodine (131I) norcholesterol,V09XA01
stramoni preparations,R03BB03
telmisartan and amlodipine,C09DB04
trofosfamide,L01AA07
losartan,C09CA01
phenyl salicylate,G04BX12
pirenzepine,A02BX03
"Sulfonamides and potassium in combination, high-ceiling diruetics, excluding thiazides",C03CB
Pharmacologic Substance,T121
Corticosteroids and mydriatics in combination,S01BB
nifenazone,N02BB05
technetium (99mTc) pentetic acid,V09CA01
quinapril,C09AA06
irbesartan,C09CA04
isoetarine,R03CC06
Other local anesthetics in ATC,N01BX
talampicillin,J01CA15
"X-RAY CONTRAST MEDIA, NON-IODINATED",V08B
Other irrigating solutions in ATC,B05CX
"neostigmine, combinations",N07AA51
acetohexamide,A10BB31
hetacillin,J01CA18
Other antispasmodics in combination with psycholeptics in ATC,A03CC
Short-acting sulfonamide combinations,J01EB20
desvenlafaxine,N06AX23
hemoglobin glutamer (bovine),B05AA10
Imidazoline receptor agonists,C02AC
carbamide,D02AE01
tenofovir disoproxil,J05AF07
combinations of barbiturates,N05CB01
fosinopril,C09AA09
"Neuraminidase inhibitors, direct acting antivirals",J05AH
human menopausal gonadotrophin,G03GA02
riboflavin,A11HA04
VARIOUS DRUG CLASSES IN ATC,V
morniflumate,M01AX22
vortioxetine,N06AX26
"trifluridine, combinations",L01BC59
naproxen,M02AA12
diclofenac,M02AA15
Preparations for biliary tract therapy,A05AB
phthalylsulfathiazole,A07AB02
"metamizole sodium, combinations excl. psycholeptics",N02BB52
trifluoperazine,N05AB06
Thiouracil antithyroid preparations,H03BA
"methylpentynol, combinations",N05CX03
ecallantide,B06AC03
armodafinil,N06BA13
Enema combinations,A06AG20
Other anti-acne preparations for systemic use in ATC,D10BX
acetarsol,P01CD02
prazosin and diuretics,C02LE01
"antacids containing combinations and complexes of aluminium, calcium and magnesium compounds",A02AD
dithranol,D05AC01
choline theophyllinate,R03DA02
benzatropine,N04AC01
Other throat preparations in ATC,R02AX
polymyxin B,S03AA03
risperidone,N05AX08
natamycin,D01AA02
Caries prophylactic agent combinations,A01AA30
vandetanib,L01XE12
magnesium chloride,A12CC01
CALCIUM CHANNEL BLOCKERS AND DIURETICS,C08G
Corticosteroid otologicals,S02B
ethacridine lactate,D08AA01
fentiazac,M01AB10
Organization,T092
methylprednisolone aceponate,D07AC14
emicizumab,B02BX06
tramazoline,R01AA09
diosmectite,A07BC05
zolpidem,N05CF02
Bisphosphonate drugs affecting bone structure and mineralization,M05BA
zoledronic acid,M05BA08
fampridine,N07XX07
Health Care Related Organization,T093
hydrocortisone and antiseptics,D07BA04
diisopromine,A03AX02
bumadizone,M01AB07
morclofone,R05DB25
obeticholic acid,A05AA04
ANTIMIGRAINE PREPARATIONS,N02C
"indometacin, combinations",M01AB51
"Alpha- and beta-adrenoreceptor agonist, systemic drugs",R03CA
dihydralazine and diuretics,C02LG01
SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01E
lincomycin,J01FF02
imolamine,C01DX09
valnoctamide,N05CM13
praziquantel,P02BA01
topotecan,L01XX17
sultiame,N03AX03
benfotiamine,A11DA03
"measles, combinations with mumps, rubella and varicella, live attenuated",J07BD54
methylphenidate,N06BA04
"sodium lauryl sulfoacetate, incl. combinations",A06AG11
nomegestrol,G03DB04
pentoxifylline,C04AD03
Perchlorate antithyroid preparations,H03BC
tioclomarol,B01AA11
various antiseptic throat preparations,R02AA20
insulin (human),A10AC01
pseudoephedrine,R01BA02
mephenoxalone,N05BX01
tolrestat,A10XA01
erlotinib,L01XE03
cepeginterferon alfa-2b,L03AB14
Platelet aggregation inhibitors excl. heparin,B01AC
"Sympathomimetics, labour repressants",G02CA
estazolam,N05CD04
bromperidol,N05AD06
fenticonazole,G01AF12
estriol,G03CA04
"Corticosteroids, very potent, combinations with antiseptics",D07BD
chlorhexidine,B05CA02
evogliptin,A10BH07
Antibiotic throat preparations,R02AB
normethadone,R05DA06
Activity,T052
APPETITE STIMULANTS,A15
magnesium sulfate,B05XA05
oxyquinoline,D08AH03
luliconazole,D01AC18
fluanisone,N05AD09
Glucagon-like peptide-1 (GLP-1) analogues,A10BJ
coagulation factor XIII,B02BD07
Self-help or Relief Organization,T095
isoconazole,D01AC05
Reptile,T014
azelastine,R01AC03
miconazole,A01AB09
parathyroid hormone,H05AA03
expectorant combinations excluding combinations with cough suppressants,R05CA10
lynestrenol and ethinylestradiol,G03AB02
measles immunoglobulin,J06BB14
4-aminosalicylic acid,J04AA01
ceftolozane and beta-lactamase inhibitor,J01DI54
acebutolol and thiazides,C07BB04
GLYCOGENOLYTIC HORMONES,H04A
Anticorticosteroids,H02CA
timolol,S01ED01
Scilla glycosides used in cardiac therapy,C01AB
alteplase,B01AD02
"simvastatin, acetylsalicylic acid and ramipril",C10BX04
hydroxyethylstarch,B05AA07
tiocarlide,J04AD02
Other intestinal adsorbent combinations in ATC,A07BC30
silver compounds,S01AX02
sodium aurotiosulfate,M01CB02
prednisolone and antiseptics,D07BA01
diclofenac,S01BC03
bretylium tosilate,C01BD02
bacampicillin,J01CA06
epitizide and potassium-sparing agents,C03EA03
"ethenzamide, combinations with psycholeptics",N02BA77
"pantoprazole, amoxicillin and clarithromycin",A02BD04
tretinoin,L01XX14
pregabalin,N03AX16
triamcinolone,S01BA05
Other low-ceiling diuretics in ATC,C03BX
sulfadicramide,S01AB03
dexamethasone and antibiotics,D07CB04
etohexadiol,P03BX06
darunavir,J05AE10
pefloxacin,J01MA03
"Phosphodiesterase inhibitors, cardiac stimulant",C01CE
metoprolol and ivabradine,C07FX05
silver nitrate,D08AL01
"tetryzoline, combinations",S01GA52
Barbiturates and derivatives,N03AA
Other combinations of nutrients in ATC,V06DX
tramadol,N02AX02
TONICS,A13A
sapropterin,A16AX07
"antiinfectives, combinations",S02AA30
Hepatitis vaccines,J07BC
magnesium sulfate,V04CC02
DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A
cefamandole,J01DC03
"Corticosteroid ophthalmologic antiinflammatory agents, plain",S01BA
fentanyl,N02AB03
sulfaperin,J01ED06
necitumumab,L01XC22
medrysone,S01BA08
metronidazole,P01AB01
tacrolimus,L04AD02
fluoroestradiol (18F),V09IX11
visnadine,C04AX24
aluminium nicotinate,C10AD04
remifentanil,N01AH06
vasopressin (argipressin),H01BA01
peruvoside,C01AX02
interferon alfa-2b,L03AB05
anecortave,S01LA02
ANTIGOUT PREPARATIONS,M04
triamcinolone,D07AB09
procainamide,C01BA02
sulfamerazine,D06BA06
combinations of tetracyclines,J01AA20
bumetanide and potassium,C03CB02
lorazepam,N05BA06
dihydroergocryptine mesylate,N04BC03
primaquine,P01BA03
meptazinol,N02AX05
rilpivirine,J05AG05
etretinate,D05BB01
tubocurarine,M03AA02
prednisone,H02AB07
Body System,T022
idebenone,N06BX13
bromopride,A03FA04
promegestone,G03DB07
dabigatran etexilate,B01AE07
glimepiride and rosiglitazone,A10BD04
Peripherally acting antiobesity products,A08AB
"Oxazol, thiazine, and triazine derivatives centrally acting muscle relaxants",M03BB
azidocillin,J01CE04
somatrem,H01AC02
Non-nucleoside reverse transcriptase inhibitors,J05AG
tetrazepam,M03BX07
Other antithyroid preparations in ATC,H03BX
Other antianemic preparations in ATC,B03XA
desogestrel and ethinylestradiol,G03AA09
faldaprevir,J05AP04
nadifloxacin,D10AF05
"timolol, thiazides and other diuretics",C07DA06
Silicone emollient and protective products,D02AA
hydrogen peroxide,D08AX01
protriptyline,N06AA11
valdecoxib,M01AH03
gamolenic acid,D11AX02
phenylephrine,S01GA05
ferric sodium citrate,B03AB01
MEDICATED DRESSINGS,D09A
"chlormezanone, combinations excl. psycholeptics",M03BB52
"emtricitabine, tenofovir alafenamide and bictegravir",J05AR20
Tuberculosis vaccines,J07AN
epoprostenol,B01AC09
"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B
"ramipril, amlodipine and hydrochlorothiazide",C09BX03
"valsartan, amlodipine and hydrochlorothiazide",C09DX01
"chlorobutanol, combinations",A04AD54
butamirate,R05DB13
cefuroxime and metronidazole,J01RA03
dibunate,R05DB16
"Nitrofuran derivatives, antiseptics and disinfectants",D08AF
technetium (99mTc) pentetic acid,V09EA01
diphtheria-hepatitis B-tetanus,J07CA07
magnesium hydroxide,G04BX01
Interleukin inhibitors,L04AC
potassium chloride,A12BA01
PROPULSIVES,A03F
cholinesterase,V03AB29
ergotamine,N02CA02
cineole,R05CA13
"erythromycin, combinations",D10AF52
levocetirizine,R06AE09
mafenide,D06BA03
Molecular Biology Research Technique,T063
hydrocortisone,A01AC03
ALL OTHER THERAPEUTIC PRODUCTS,V03
ANTIMYCOTICS FOR SYSTEMIC USE,J02A
POTASSIUM SUPPLEMENTS,A12B
formoterol and budesonide,R03AK07
sorbitol,B05CX02
lipegfilgrastim,L03AA14
fluvastatin,C10AA04
yttrium (90Y) citrate colloid,V10AA01
Urinary concrement solvents,G04BC
cladribine,L01BB04
methyltestosterone,G03BA02
daunorubicin,L01DB02
"phenacetin, combinations excl. psycholeptics",N02BE53
Soft paraffin and fat products,D02AC
"Organic acids, Gynecological",G01AD
lysine,B05XB03
neostigmine,N07AA01
RESPIRATORY SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,V09E
"Salicylic acid and derivatives, analgesics and antipyretics",N02BA
Typhoid vaccines,J07AP
Alpha and beta blocking agents and other diuretics,C07CG
misoprostol,A02BB01
"antiinfectives, combinations",S03AA30
magnesium citrate,B05CB03
fluoroethylcholine (18F),V09IX08
"Tyrosine hydroxylase inhibitors, antihypertensives",C02KB
oxybuprocaine,D04AB03
remikiren,C09XA01
valsartan and amlodipine,C09DB01
"Epoxides, antineoplastic alkylating drugs",L01AG
oseltamivir,J05AH02
almotriptan,N02CC05
enalapril and nitrendipine,C09BB06
Anti-androgen hormone antagonists and related agents,L02BB
pegteograstim,L03AA17
lisinopril,C09AA03
hydralazine,C02DB02
floctafenine,N02BG04
CARDIOVASCULAR SYSTEM DRUGS,C
Mumps vaccines,J07BE
pyrvinium,P02CX01
piprozolin,A05AX01
magaldrate,A02AD02
nicotinamide,A11HA01
phenacetin,N02BE03
Digitalis glycosides,C01AA
tetracaine,D04AB06
"rauwolfia alkaloids, whole root",C02AA04
butorphanol,N02AF01
oblimersen,L01XX36
"tixocortol, combinations",R01AD57
DIRECT ACTING ANTIVIRALS,J05A
moxonidine,C02AC05
Brucellosis vaccines,J07AD
ANTISEPTICS AND DISINFECTANTS,D08
lornoxicam,M01AC05
ephedrine,C01CA26
technetium (99mTc) stannous agent labelled cells,V09GA06
Other systemic drugs for obstructive airway diseases in ATC,R03DX
reslizumab,R03DX08
dibenzepin,N06AA08
bietaserpine,C02AA07
AMINOGLYCOSIDE ANTIBACTERIALS,J01G
brompheniramine,R06AB01
"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05C
Nutrients without phenylalanine,V06CA
perphenazine,N05AB03
ferumoxsil,V08CB01
kaolin,A07BC02
masitinib,L01XE22
quassia,P03AX04
mepyramine theophyllinacetate,R03DA12
phenoxybenzamine,C04AX02
ibuprofen,R02AX02
artemotil,P01BE04
"pertussis, inactivated, whole cell",J07AJ01
retinol (vit A),A11CA01
methyprylon,N05CE02
selegiline,N04BD01
trametinib,L01XE25
sodium iopodate,V08AC08
Antihidrotics,D11AA
emtricitabine and tenofovir alafenamide,J05AR17
Cell,T025
Avermectines,P02CF
aminocaproic acid,B02AA01
tibolone,G03CX01
perflubutane polymer microspheres,V08DA06
alginic acid,A02BX13
"hydroxocobalamin, combinations",B03BA53
hyoscyamine,A03BA03
trometamol,B05XX02
carboplatin,L01XA02
calcium pangamate,A12AA11
AMPHENICOLS,J01B
hexafluronium,M03AC05
diethylstilbestrol,G03CB02
xamoterol,C01CX07
Sulfonamides antiinfectives/antiseptics and corticosteroids,G01BE
"Methylhydrazines, antineoplastics",L01XB
tiotixene,N05AF04
Xanthines and adrenergics,R03DB
ketotifen,S01GX08
fluclorolone,D07AC02
Other intestinal antiinfectives in ATC,A07AX
liraglutide,A10BJ02
hydrochlorothiazide and potassium,C03AB03
Other antiallergics in ATC,S01GX
amfetamine,N06BA01
krypton (81mKr) gas,V09EX01
Local anesthetics,S01HA
meldonium,C01EB22
"pneumococcus, purified polysaccharides antigen",J07AL01
fluconazole,D01AC15
BETA BLOCKING AGENTS AND OTHER DIURETICS,C07C
cocaine,R02AD03
clodantoin,G01AX01
pirprofen,M01AE08
"Antivirals for treatment of HIV infections, combinations",J05AR
"Phenol and derivatives, antiseptics and disinfectants",D08AE
potassium lactate,B05XA15
ALKYLATING AGENTS,L01A
tyrothricin,R02AB02
(2-benzhydryloxyethyl)diethyl-methylammonium iodide,A03AB16
bamipine,D04AA15
UTEROTONICS,G02A
domiphen,A01AB06
naproxen and esomeprazole,M01AE52
dulaglutide,A10BJ05
hydrocodone,R05DA03
tadalafil,G04BE08
"Imidazole derivatives, gyncological antiinfectives",G01AF
tidiacic arginine,A05BA07
quinbolone,A14AA06
trimethobenzamide,R06AA10
timepidium bromide,A03AB19
desflurane,N01AB07
beclamide,N03AX30
hepatitis A immunoglobulin,J06BB11
DRUGS FOR TREATMENT OF LEPRA,J04B
colesevelam,C10AC04
Drugs used in erectile dysfunction,G04BE
trovafloxacin,J01MA13
bromazepam,N05BA08
Colony stimulating factors,L03AA
"Antiarrhythmics, class Ic",C01BC
encainide,C01BC08
BILE AND LIVER THERAPY DRUGS,A05
oxyphencyclimine,A03AA01
Organ or Tissue Function,T042
"quinidine, combinations with psycholeptics",C01BA71
OTHER OPHTHALMOLOGICALS IN ATC,S01X
Fungus,T004
Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF
triamcinolone and antibiotics,D07CB01
diagnostic agents for fat absorption testing,V04CB
propamidine,S01AX15
"Serotonin antagonists, antihypertensives",C02KD
pegaspargase,L01XX24
antithymocyte immunoglobulin (rabbit),L04AA04
carbenicillin,J01CA03
ANTICESTODALS,P02D
bufexamac,M01AB17
"meningococcus A,C, bivalent purified polysaccharides antigen",J07AH03
cefazedone,J01DB06
zomepirac,M01AB04
nomegestrol and estrogen,G03FB12
clevidipine,C08CA16
ofloxacin,S01AE01
"meningococcus B, outer membrane vesicle vaccine",J07AH06
"Carbamic acid esters, centrally acting muscle relaxants",M03BA
"Ovulation stimulants, synthetic",G03GB
mupirocin,D06AX09
minocycline,J01AA08
pheneturide,N03AX13
arsenic trioxide,L01XX27
estramustine,L01XX11
hydrocortisone,S01BA02
sodium oxybate,N07XX04
lactobacillus fermentum,G01AX14
fenbufen,M01AE05
danaparoid,B01AB09
lodoxamide,S01GX05
2-amino-1-phenylethanol derivatives,C04AA
ordinary salt combinations and antiflatulents,A02AF02
triticum (wheat fibre),A06AC07
flupentixol,N05AF01
tofacitinib,L04AA29
teclozan,P01AC04
olsalazine,A07EC03
latamoxef,J01DD06
betamethasone,S03BA03
bromocriptine,N04BC01
"Imidazothiazole derivatives, antinematodal",P02CE
"Antibiotics, ophthalmologic",S01AA
penbutolol and other diuretics,C07CA23
tolbutamide,A10BB03
Genetic Function,T045
clotiazepam,N05BA21
"aciclovir, combinations",D06BB53
oxycodone and paracetamol,N02AJ17
"donepezil, memantine and Ginkgo folium",N06DA53
"Ethers chemically close to antihistamines, centrally acting muscle relaxants",M03BC
pentamycin,G01AA11
nystatin,A07AA02
asparaginase,L01XX02
eprozinol,R03DX02
cyamemazine,N05AA06
Other cephalosporins and penems in ATC,J01DI
ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,G01B
"pyrimethamine, combinations",P01BD51
dacarbazine,L01AX04
artificial tears and other indifferent preparations,S01XA20
selenium compounds,D11AC03
aluminium chlorohydrate,M05BX02
chlorhexidine,D08AC02
Quinoline gynecological antiinfectives,G01AC
benzyl benzoate,P03AX01
zinc sulfate,A12CB01
etanautine,N04AB01
"Choline derivative muscle relaxants, peripherally acting",M03AB
anidulafungin,J02AX06
medifoxamine,N06AX13
sipuleucel-T,L03AX17
bekanamycin,J01GB13
pipenzolate and psycholeptics,A03CA09
methaqualone,N05CM01
sirolimus,S01XA23
micronomicin,S01AA22
dornase alfa (desoxyribonuclease),R05CB13
fluorometholone,S01CB05
burosumab,M05BX05
losartan and diuretics,C09DA01
alendronic acid and colecalciferol,M05BB03
montelukast,R03DC03
ancrod,B01AD09
caffeine,N06BC01
ANTIHISTAMINES FOR SYSTEMIC USE,R06A
Salt solution combinations,B05CB10
Anti-estrogens,L02BA
Corticosteroids/antiinfectives/mydriatics in combination,S01CB
MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,V08C
iodine iofetamine (123I),V09AB01
cimetidine,A02BA01
Antispasmodics in combination with other drugs,A03ED
orciprenaline,R03CB03
homatropine,S01FA05
Combination solutions for parenteral nutrition,B05BA10
methantheline,A03AB07
Other antispasmodics in combination with analgesics in ATC,A03DC
calcium phosphate,A12AA01
irbesartan and diuretics,C09DA04
quinapril and diuretics,C09BA06
technetium (99mTc) disofenin,V09DA01
technetium (99mTc) pyrophosphate,V09BA03
acetic acid,G01AD02
Behavior,T053
aloxiprin,N02BA02
Blood substitutes and plasma protein fractions,B05AA
iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane,V09AX03
nizatidine,A02BA04
ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS,A03E
PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01
clorexolone,C03BA12
epinephrine and other drugs for obstructive airway diseases,R03AK01
azidamfenicol,S01AA25
mannitol,R05CB16
"Methyldopa, centrally acting adntiadrenergic agents",C02AB
oxytetracycline,D06AA03
penciclovir,D06BB06
bromazine,R06AA01
trepibutone,A03AX09
"carteolol, combinations",S01ED55
tetanus immunoglobulin,J06BB02
vinburnine,C04AX17
adrenalone,A01AD06
difenoxin,A07DA04
salicylamide,N02BA05
sulfafurazole,J01EB05
local opthalmologic anesthetic combinations,S01HA30
sulfadiazine and tetroxoprim,J01EE06
ALIMENTARY TRACT AND METABOLISM DRUGS,A
acetyldigoxin,C01AA02
pentobarbital,N05CA01
piritramide,N02AC03
Anthrax vaccines,J07AC
Individual Behavior,T055
somatorelin,V04CD05
"Tars, topical antipsoriatics",D05AA
olaparib,L01XX46
COMBINATIONS OF ANTIBACTERIALS,J01R
fluorodopa (18F),V09IX05
stem cells from umbilical cord blood,B05AX04
Imidazoline receptor agonists in combination with diuretics,C02LC
"OTHER VITAMIN PRODUCTS, COMBINATIONS in ATC",A11J
macitentan,C02KX04
bromelains,M09AB03
"metamizole sodium, combinations with psycholeptics",N02BB72
infliximab,L04AB02
fenpiprane,A03AX01
guanfacine,C02AC02
nicofetamide,A03AC04
pralidoxime,V03AB04
bietaserpine and diuretics,C02LA07
liquid paraffin,A06AA01
phenylbutazone and corticosteroids,M01BA01
DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B
suxibuzone,M02AA22
certolizumab pegol,L04AB05
"methylpropylpropanediol dinitrate, combinations",C01DA54
dimetacrine,N06AA18
phenazone,S02DA03
pinacidil,C02DG01
"Insulins and analogs for injection, intermediate-acting combinations",A10AC30
sucroferric oxyhydroxide,V03AE05
oxaceprol,D11AX09
carteolol,C07AA15
ferric citrate,V03AE08
propylthiouracil,H03BA02
artemisinin,P01BE01
metformin and empagliflozin,A10BD20
osimertinib,L01XE35
Diagnostic agents for diabetes testing,V04CA
technetium (99mTc) teboroxime,V09GA03
"VITAMIN B-COMPLEX, INCL. COMBINATIONS",A11E
cariprazine,N05AX15
fluocinolone acetonide,S02BA08
Other centrally acting agents in ATC,M03BX
Drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE
tenoxicam,M01AC02
thyrotropin,V04CJ01
Osmotically acting laxatives,A06AD
Antifungals for systemic use,D01BA
BETA BLOCKING AGENTS AND VASODILATORS,C07E
tetramethrin,P03BA04
silodosin,G04CA04
phenolsulfonphthalein,V04CH03
technetium (99mTc) rheniumsulfide colloid,V09DB06
broxyquinoline,G01AC06
ANTIHEMORRHAGICS,B02
tisopurine,M04AA02
"Body Part, Organ, or Organ Component",T023
emylcamate,N05BC03
Group,T096
megestrol and ethinylestradiol,G03AB01
moexipril and diuretics,C09BA13
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16
norethisterone,G03DC02
"typhoid, inactivated, whole cell",J07AP02
ioxaglic acid,V08AB03
Other drugs affecting bone structure and mineralization in ATC,M05BX
acarbose,A10BF01
pimozide,N05AG02
oxetacaine,C05AD06
"liquid paraffin, combinations",A06AA51
"Acid preparations, digestives",A09AB
meclofenoxate,N06BX01
"fibrinogen, human",B02BB01
ziprasidone,N05AE04
"multivitamins and other minerals, incl. combinations",A11AA03
simvastatin,C10AA01
fertility disturbances test diagnostic agents,V04CM
metisazone,J05AA01
chloroprocaine,N01BA04
Non-selective beta-adrenoreceptor agonist inhalants,R03AB
fluconazole,J02AC01
Other antihistamines for systemic use in ATC,R06AX
pyrrobutamine,R06AX08
perflenapent,V08DA03
Iron in other combinations,B03AE
zolimidine,A02BX10
"Gonadotropin releasing hormone analogues, endocrine therapy drugs",L02AE
salbutamol and sodium cromoglicate,R03AK04
trypsin,B06AA07
methylthioninium chloride,V03AB17
alfuzosin and finasteride,G04CA51
indium (111In) antiovariumcarcinoma antibody,V09IB03
dexpanthenol,D03AX03
cyclophosphamide,L01AA01
"atenolol, thiazides and other diuretics",C07DB01
DRUGS USED IN ADDICTIVE DISORDERS,N07B
