name,atc,inchi_key,smiles
dolastatin 10,,OFDNQWIFNXBECV-VFSYNPLYSA-N,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C1=NC=CS1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
daporinad,,KPBNHDGDUADAGP-VAWYXSNFSA-N,O=C(NCCCCC1CCN(CC1)C(=O)C1=CC=CC=C1)\C=C\C1=CC=CN=C1
firategrast,,YLFZHHDVRSYTKT-NRFANRHFSA-N,CCOCC1=CC(OC)=C(C(OC)=C1)C1=CC=C(C[C@H](NC(=O)C2=C(F)C=CC=C2F)C(O)=O)C=C1
dipraglurant,,LZXMUJCJAWVHPZ-UHFFFAOYSA-N,FC1=CN2C=C(CCC#CC3=CC=CC=N3)N=C2C=C1
demcizumab,,,
etanidazole,,WCDWBPCFGJXFJZ-UHFFFAOYSA-N,OCCN=C(O)CN1C=CN=C1N(=O)=O
brontictuzumab,,,
tiplimotide,,,
bindarit,,MTHORRSSURHQPZ-UHFFFAOYSA-N,CC(C)(OCC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12)C(O)=O
cc-115,,GMYLVKUGJMYTFB-UHFFFAOYSA-N,CCN1C(=O)CNC2=C1N=C(C=N2)C1=CC=C(N=C1C)C1=NN=CN1
dtp-348,,AVSMSXHPIYIKIJ-UHFFFAOYSA-N,CC1=NC=C(N1CCNS(N)(=O)=O)N(=O)=O
amuvatinib,,FOFDIMHVKGYHRU-UHFFFAOYSA-N,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1
z-160,,VCPMZDWBEWTGNW-UHFFFAOYSA-N,O=C(CC(C1=CC=CC=C1)C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
cgi-1842,,ZXBFYBLSJMEBEP-UHFFFAOYSA-N,COC1=CC=C(Br)C=C1NC(=O)NC1=C2C=CN(CC3=CC=NC(N)=C3)C2=CC=C1
gsk-690693,,KGPGFQWBCSZGEL-ZDUSSCGKSA-N,[H][C@]1(COC2=C3N(CC)C(=NC3=C(N=C2)C#CC(C)(C)O)C2=NON=C2N)CCCNC1
akn-028,,JLRIJKVMMZEKDF-UHFFFAOYSA-N,NC1=C(NC2=CC=C3NC=CC3=C2)N=C(C=N1)C1=CC=NC=C1
tertomotide,,,
ltx-315,,GGAKLYWEFZCVIT-TVEKFXMRSA-N,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)N[C@@H](CCCCN)C(N)=O
butylphthalide,,HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1OC(=O)C2=C1C=CC=C2
n-omega-nitro-l-arginine methyl ester,,KCWZGJVSDFYRIX-YFKPBYRVSA-N,[H][C@](N)(CCCNC(=N)NN(=O)=O)C(=O)OC
malic acid,,BJEPYKJPYRNKOW-UHFFFAOYSA-N,OC(CC(O)=O)C(O)=O
bucindolol,,FBMYKMYQHCBIGU-UHFFFAOYSA-N,CC(C)(CC1=CNC2=CC=CC=C12)NCC(O)COC1=CC=CC=C1C#N
racivir,,,
iodide,,XMBWDFGMSWQBCA-UHFFFAOYSA-M,[I-]
zoptarelin doxorubicin,,,
tak-901,,WKDACQVEJIVHMZ-UHFFFAOYSA-N,CCS(=O)(=O)C1=CC=CC(=C1)C1=CC(C(=O)NC2CCN(C)CC2)=C(C)C2=C1C1=C(N2)N=CC(C)=C1
pelitrexol,,QXOPTIPQEVJERB-JQWIXIFHSA-N,CC1=C(CC[C@@H]2CNC3=C(C2)C(=O)NC(N)=N3)SC(=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
atreleuton,,MMSNEKOTSJRTRI-LLVKDONJSA-N,C[C@H](C#CC1=CC=C(CC2=CC=C(F)C=C2)S1)N(O)C(N)=O
suptavumab,,,
gw-493838,,ZQYJPMPXQLNTPQ-QCUYGVNKSA-N,CC(C)(C)C1=NN=C(O1)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NC3=CC=C(Cl)C=C3F)N=CN=C12
timcodar,,MQSMWZHHUGSULF-QNGWXLTQSA-N,COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N(C)[C@@H](CC1=CC=C(Cl)C=C1)C(=O)N(CC1=CC=CC=C1)C(CCC1=CC=NC=C1)CCC1=CC=NC=C1
rabacfosadine,,ANSPEDQTHURSFQ-KBPBESRZSA-N,CCOC(=O)[C@H](C)NP(=O)(COCCN1C=NC2=C(NC3CC3)N=C(N)N=C12)N[C@@H](C)C(=O)OCC
mk-1496,,KUHBBYPXWKYKKR-GXFFZTMASA-N,C[C@H](N)C1=CC=C(C=C1)[C@H](O)CNC(C)(C)C
abc-294640,,CAOTVXGYTWCKQE-UHFFFAOYSA-N,ClC1=CC=C(C=C1)C12CC3CC(CC(C3)(C1)C(=O)NCC1=CC=NC=C1)C2
methyl isocyanate,,HAMGRBXTJNITHG-UHFFFAOYSA-N,CN=C=O
cicletanine,C03BX03,CVKNDPRBJVBDSS-UHFFFAOYSA-N,CC1=C(O)C2=C(C=N1)C(OC2)C1=CC=C(Cl)C=C1
gaxilose,,BYZQBCIYLALLPA-NOPGXMAYSA-N,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O
bcg vaccine,L03AX03,,
lometrexol,,ZUQBAQVRAURMCL-DOMZBBRYSA-N,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(CC[C@@]2([H])CNC3=C(C2)C(O)=NC(=N)N3)C=C1)C(O)=O
lafutidine,A02BA08,KMZQAVXSMUKBPD-DJWKRKHSSA-N,[H]\C(COC1=NC=CC(CN2CCCCC2)=C1)=C(/[H])CN=C(O)CS(=O)CC1=CC=CO1
hydroxytyrosol,,JUUBCHWRXWPFFH-UHFFFAOYSA-N,OCCC1=CC=C(O)C(O)=C1
sifalimumab,,,
azd-8055,,KVLFRAWTRWDEDF-IRXDYDNUSA-N,COC1=CC=C(C=C1CO)C1=CC=C2C(=N1)N=C(N=C2N1CCOC[C@@H]1C)N1CCOC[C@@H]1C
abituzumab,,,
e-6005,,BBTFKAOFCSOZMB-UHFFFAOYSA-N,CNC1=NC(C2=CC=CC(NC(=O)C3=CC=C(C=C3)C(=O)OC)=C2)=C2C=C(OC)C(OC)=CC2=N1
somatoprim,,ABFNTRQPWNXUHA-VEVJRHMJSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CCCNC(=O)CCCN(CC(N)=O)C(=O)[C@H](CC2=CC=CC=C2)NC1=O
rivipansel,,VXBNTHRZPJLRSS-PTCSXESPSA-N,[H][C@@](CC1CCCCC1)(O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]2C[C@@H](C[C@H](NC(=O)C3=CC(=O)NC(=O)N3)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)C(=O)NCCNC(=O)COCCOCC(=O)NC2=C3C(=CC(=C2)S(O)(=O)=O)C=C(C=C3S(O)(=O)=O)S(O)(=O)=O)[C@@H]1OC(=O)C1=CC=CC=C1)C(O)=O
higenamine,,WZRCQWQRFZITDX-UHFFFAOYSA-N,OC1=CC=C(CC2NCCC3=C2C=C(O)C(O)=C3)C=C1
quinfamide,,SBJGFIXQRZOVTO-UHFFFAOYSA-N,ClC(Cl)C(=O)N1CCCC2=CC(OC(=O)C3=CC=CO3)=CC=C12
balaglitazone,,IETKPTYAGKZLKY-UHFFFAOYSA-N,CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=CC=C2C1=O
sch-486757,,MQWMHMZNBGQNMT-XHNJZIHCSA-N,O[C@]1(C[C@@H]2CC[C@H](C1)N2C(C1=CC=CC=C1Cl)C1=CC=CC=C1Cl)C1=NC=CC=N1
benserazide,,BNQDCRGUHNALGH-UHFFFAOYSA-N,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1
ns-018,,UQTPDWDAYHAZNT-AWEZNQCLSA-N,C[C@H](NC1=CC(=CC(NC2=CN=CC=N2)=N1)C1=CN(C)N=C1)C1=CC=C(F)C=C1
furaprevir,,GZRNOYTVBWWFLJ-NTPALUMKSA-N,CC(C)OC1=CC=C(C=C1)C1=NC2=C(OC3=C2C=CC=C3)C(O[C@@H]2C[C@@H]3N(C2)C(=O)[C@H](CCCCC\C=C/[C@@H]2C[C@]2(NC3=O)C(=O)NS(=O)(=O)C2(C)CC2)NC(=O)OC2CCCC2)=N1
alvircept sudotox,,,
norethandrolone,A14AA09,ZDHCJEIGTNNEMY-XGXHKTLJSA-N,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
glucagon-like peptide ii,,,
dinoprost,G02AD01,PXGPLTODNUVGFL-YNNPMVKQSA-N,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC
laninamivir,,QNRRHYPPQFELSF-CNYIRLTGSA-N,[H][C@@](O)(CO)[C@@]([H])(OC)[C@]1([H])OC(=C[C@]([H])(NC(N)=N)[C@@]1([H])N=C(C)O)C(O)=O
boscalid,,WYEMLYFITZORAB-UHFFFAOYSA-N,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1
condoliase,,,
p-quaterphenyl,,GPRIERYVMZVKTC-UHFFFAOYSA-N,C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1
cmx-2043,,MQXRTCVZPIHBLD-TUAOUCFPSA-N,C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)CCCC[C@@H]1CCSS1)C(O)=O
mrx-i,,SULYVXZZUMRQAX-NSHDSACASA-N,FC1=C(N2CCC(=O)C=C2)C(F)=C(F)C(=C1)N1C[C@H](CNC2=NOC=C2)OC1=O
ecromeximab,,,
relenopride,,KGMMSPVVHZGPHL-NRFANRHFSA-N,COC1=CC(N)=C(Cl)C=C1C(=O)NCC1CCN(CC[C@H](OC(N)=O)C2=CC=C(F)C=C2)CC1
laniquidar,,TULGGJGJQXESOO-UHFFFAOYSA-N,COC(=O)C1=CN=C2N1CCC1=CC=CC=C1C2=C1CCN(CCC2=CC=C(OCC3=CC=C4C=CC=CC4=N3)C=C2)CC1
chf-6001,,VCFBPAOSTLMYIV-SANMLTNESA-N,CS(=O)(=O)NC1=CC=C(C=C1OCC1CC1)C(=O)O[C@@H](CC1=C(Cl)C=[N+]([O-])C=C1Cl)C1=CC=C(OC(F)F)C(OCC2CC2)=C1
picropodophyllin,,YJGVMLPVUAXIQN-HAEOHBJNSA-N,COC1=CC(=CC(OC)=C1OC)[C@H]1[C@H]2[C@H](COC2=O)[C@@H](O)C2=CC3=C(OCO3)C=C12
dichloroisoproterenol,,VKMGSWIFEHZQRS-UHFFFAOYSA-N,CC(C)NCC(O)C1=CC=C(Cl)C(Cl)=C1
daniquidone,,SRIOCKJKFXAKHK-UHFFFAOYSA-N,NC1=CC=C2N=C3N(CC2=C1)C(=O)C1=CC=CC=C31
ataciguat,,PQHLRGARXNPFCF-UHFFFAOYSA-N,ClC1=CC=C(S1)S(=O)(=O)NC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1
gsk-1004723,,YANGEESWIGIKOP-UUWRZZSWSA-N,ClC1=CC=C(CC2=NN(C[C@H]3CCCN3CCCCC3=CC=C(OCCCN4CCCCCC4)C=C3)C(=O)C3=CC=CC=C23)C=C1
naptumomab estafenatox,,,
trifarotene,D10AD06,MFBCDACCJCDGBA-UHFFFAOYSA-N,CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O
bk-mda,,XDEZOLVDJWWXRG-UHFFFAOYSA-N,CC(N)C(=O)C1=CC=C2OCOC2=C1
an-2718,,HMAFTPZYFJFEHK-UHFFFAOYSA-N,OB1OCC2=CC(Cl)=CC=C12
palomid 529,,YEAHTLOYHVWAKW-UHFFFAOYSA-N,COC1=CC=C(COC2=C(OC)C=C3C(OC(=O)C4=CC(=CC=C34)C(C)O)=C2)C=C1
radium ra-223,,HCWPIIXVSYCSAN-OIOBTWANSA-N,[223Ra]
cepeginterferon alfa-2b,L03AB14,,
crotedumab,,,
terpinen-4-ol,,WRYLYDPHFGVWKC-UHFFFAOYSA-N,CC(C)C1(O)CCC(C)=CC1
zoliflodacin,,ZSWMIFNWDQEXDT-ZESJGQACSA-N,[H][C@]12[C@H](C)O[C@H](C)CN1C1=C(CC22C(=O)NC(=O)NC2=O)C=C2C(ON=C2N2[C@@H](C)COC2=O)=C1F
nm-3,,BPZCXUROMKDLGX-UHFFFAOYSA-N,COC1=CC(O)=C2C(=O)OC(=CC2=C1)C(C)C(O)=O
gsi-136,,PYZFRRVBPNGCBX-SECBINFHSA-N,CCC(CC)[C@@H](CO)NS(=O)(=O)C1=CC=C(Cl)S1
concizumab,,,
perflubutane,,KAVGMUDTWQVPDF-UHFFFAOYSA-N,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
pancreatic polypeptide,,,
tecarfarin,,QFLNTQDOVCLQKW-UHFFFAOYSA-N,CC(OC(=O)C1=CC=C(CC2=C(O)C3=CC=CC=C3OC2=O)C=C1)(C(F)(F)F)C(F)(F)F
monalizumab,,,
lefamulin,,KPVIXBKIJXZQJX-FCEONZPQSA-N,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O
depatuxizumab,,,
indoximod,,ZADWXFSZEAPBJS-SNVBAGLBSA-N,CN1C=C(C[C@@H](N)C(O)=O)C2=CC=CC=C12
amithiozone,J04AM04,SRVJKTDHMYAMHA-WUXMJOGZSA-N,[H]\C(=N/NC(S)=N)C1=CC=C(C=C1)N=C(C)O
cebranopadol,,CSMVOZKEWSOFER-RQNOJGIXSA-N,CN(C)[C@]1(CC[C@@]2(CC1)OCCC1=C2NC2=CC=C(F)C=C12)C1=CC=CC=C1
gabexate,,YKGYIDJEEQRWQH-UHFFFAOYSA-N,CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1
prednimustine,L01AA08,HFVNWDWLWUCIHC-GUPDPFMOSA-N,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCC3=CC=C(C=C3)N(CCCl)CCCl)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
tandospirone,,CEIJFEGBUDEYSX-FZDBZEDMSA-N,[H][C@]12CC[C@]([H])(C1)[C@]1([H])C(=O)N(CCCCN3CCN(CC3)C3=NC=CC=N3)C(=O)[C@]21[H]
secnidazole,P01AB07,KPQZUUQMTUIKBP-UHFFFAOYSA-N,CC(O)CN1C(C)=NC=C1N(=O)=O
olipudase alfa,,,
grapiprant,,HZVLFTCYCLXTGV-UHFFFAOYSA-N,CCC1=NC2=C(C)N=C(C)C=C2N1C1=CC=C(CCNC(=O)NS(=O)(=O)C2=CC=C(C)C=C2)C=C1
uk-500001,,OHIUQAZROSYCMC-CALCHBBNSA-N,CC1=CC(C(=O)N[C@H]2CC[C@H](CC2)NC(=O)C2=C(OC3=CC(F)=C(F)C=C3)N=CC(F)=C2)=C(O)C=C1
tetrasul,,QUWSDLYBOVGOCW-UHFFFAOYSA-N,ClC1=CC=C(SC2=C(Cl)C=C(Cl)C(Cl)=C2)C=C1
pegvaliase,,NPOCDVAOUKODSQ-ZDUSSCGKSA-N,COCCOCCCCCC(=O)NCCCC[C@H](N)C(O)=O
pirnabine,,AADNQNOXNWEYHS-UHFFFAOYSA-N,CC1CCC2=C(C1)C1=C(OC2(C)C)C=C(C)C=C1OC(C)=O
glial growth factor 2,,,
pegamotecan,,,
oleandrin,,JLPDBLFIVFSOCC-XYXFTTADSA-N,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)C2)O[C@@H](C)[C@@H]1O
rontalizumab,,,
amatuximab,,,
reproterol,R03AK05,WVLAAKXASPCBGT-UHFFFAOYSA-N,CN1C2=C(N(CCCNCC(O)C3=CC(O)=CC(O)=C3)C=N2)C(=O)N(C)C1=O
pyroxamide,,PTJGLFIIZFVFJV-UHFFFAOYSA-N,ONC(=O)CCCCCCC(=O)NC1=CN=CC=C1
pf-04217903,,PDMUGYOXRHVNMO-UHFFFAOYSA-N,OCCN1C=C(C=N1)C1=CN=C2N=NN(CC3=CC4=CC=CN=C4C=C3)C2=N1
clazakizumab,,,
etalocib,,YFIZRWPXUYFCSN-UHFFFAOYSA-N,CCCC1=C(OCCCOC2=CC(O)=C(C=C2CC)C2=CC=C(F)C=C2)C=CC=C1OC1=CC=CC=C1C(O)=O
miravirsen,,,
mk-0752,,XCGJIFAKUZNNOR-QCKZDCLWSA-N,OC(=O)CC[C@H]1CC[C@@](CC1)(C1=C(F)C=CC(F)=C1)S(=O)(=O)C1=CC=C(Cl)C=C1
da-6886,,AULLTYAISZREAX-UHFFFAOYSA-N,COC1=CC(N)=C(Cl)C=C1C(=O)NCC1CCN(CCCN2C=CN=N2)CC1
bms-908662,,MMNNTJYFHUDSKL-UHFFFAOYSA-N,COC(=O)NC1=NC2=CC(=CC=C2N1)C1(O)N(C(=O)C2=CC=CC=C12)C1=CC(Cl)=CC=C1C
apricitabine,,RYMCFYKJDVMSIR-RNFRBKRXSA-N,NC1=NC(=O)N(C=C1)[C@H]1CO[C@@H](CO)S1
timonacic,,DZLNHFMRPBPULJ-UHFFFAOYSA-N,OC(=O)C1CSCN1
nvp-leq-506,,POERAARDVFVDLO-QGZVFWFLSA-N,C[C@@H]1CN(CCN1C1=CN=C(C=N1)C(C)(C)O)C1=NN=C(CC2=CC=CC=C2)C(C)=C1C
ly-377604,,RBSGUQYXRDKPAE-QFIPXVFZSA-N,CC(C)(CC1=CC=C(OC2=CC=C(C=N2)C(N)=O)C=C1)NC[C@H](O)COC1=CC=CC2=C1C1=C(N2)C=CC=C1
tantalum,,GUVRBAGPIYLISA-UHFFFAOYSA-N,[Ta]
actinium,,QQINRWTZWGJFDB-UHFFFAOYSA-N,[Ac]
rimeporide,,GROMEQPXDKRRIE-UHFFFAOYSA-N,CC1=CC(=C(C=C1C(=O)NC(N)=N)S(C)(=O)=O)S(C)(=O)=O
glucose oxidase,,,
sivelestat,,BTGNGJJLZOIYID-UHFFFAOYSA-N,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)NCC(O)=O
melarsoprol,P01CD01,JCYZMTMYPZHVBF-UHFFFAOYSA-N,NC1=NC(NC2=CC=C(C=C2)[As]2SCC(CO)S2)=NC(N)=N1
etelcalcetide,H05BX04,ANIAZGVDEUQPRI-ZJQCGQFWSA-N,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O
pradigastat,,GXALXAKNHIROPE-QAQDUYKDSA-N,OC(=O)C[C@H]1CC[C@@H](CC1)C1=CC=C(C=C1)C1=NC=C(NC2=CN=C(C=C2)C(F)(F)F)C=C1
benperidol,N05AD07,FEBOTPHFXYHVPL-UHFFFAOYSA-N,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
intoplicine,,QROONAIPJKQFMC-UHFFFAOYSA-N,CN(C)CCCNC1=NC=C(C)C2=C1C1=C(N2)C=CC2=CC(O)=CC=C12
eliprodil,,GGUSQTSTQSHJAH-UHFFFAOYSA-N,OC(CN1CCC(CC2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
buthionine sulfoximine,,KJQFBVYMGADDTQ-UHFFFAOYSA-N,CCCCS(=N)(=O)CCC(N)C(O)=O
burlulipase,,,
vonicog alfa,,,
dianhydrogalactitol,,AAFJXZWCNVJTMK-GUCUJZIJSA-N,O[C@@H]([C@@H](O)[C@H]1CO1)[C@@H]1CO1
quizartinib,,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C=C2)C2=CN3C(SC4=C3C=CC(OCCN3CCOCC3)=C4)=N2)=NO1
mavatrep,,ORDHXXHTBUZRCN-NTEUORMPSA-N,CC(C)(O)C1=CC=CC=C1C1=CC=C2N=C(NC2=C1)\C=C\C1=CC=C(C=C1)C(F)(F)F
gs-9256,,RFGUWOCFYCYEDM-ZOMNBDOOSA-N,COC1=C(Cl)C2=NC(=CC(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCCCC[C@@H]3C[C@]3(NC4=O)P(O)(=O)CC3=C(F)C=CC=C3F)NC(=O)OC3CCCC3)=C2C=C1)C1=CSC(NC(C)C)=N1
oxatomide,R06AE06,BAINIUMDFURPJM-UHFFFAOYSA-N,OC1=NC2=CC=CC=C2N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
av-101,,HQLHZNDJQSRKDT-QMMMGPOBSA-N,N[C@@H](CC(=O)C1=C(N)C=C(Cl)C=C1)C(O)=O
omigapil,,QLMMOGWZCFQAPU-UHFFFAOYSA-N,CN(CC#C)CC1=CC2=CC=CC=C2OC2=CC=CC=C12
interleukin-10,,,
indole-3-carbinol,,IVYPNXXAYMYVSP-UHFFFAOYSA-N,OCC1=CNC2=CC=CC=C12
ombrabulin,,IXWNTLSTOZFSCM-YVACAVLKSA-N,COC1=CC=C(\C=C/C2=CC(OC)=C(OC)C(OC)=C2)C=C1NC(=O)[C@@H](N)CO
eltoprazine,,WVLHGCRWEHCIOT-UHFFFAOYSA-N,C1CN(CCN1)C1=C2OCCOC2=CC=C1
lavoltidine,,VTLNPNNUIJHJQB-UHFFFAOYSA-N,CN1N=C(CO)N=C1NCCCOC1=CC=CC(CN2CCCCC2)=C1
cf-102,,IPSYPUKKXMNCNQ-PFHKOEEOSA-N,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NCC3=CC=CC(I)=C3)N=C(Cl)N=C12
gsk-1521498,,WIEDUMBCZQRGSY-UHFFFAOYSA-N,FC1=CC(=CC(F)=C1CNC1CC2=CC=CC=C2C1)C1=CC=CC(=C1)C1=NNC=N1
tazemetostat,,NSQSAUGJQHDYNO-UHFFFAOYSA-N,CCN(C1CCOCC1)C1=CC(=CC(C(=O)NCC2=C(C)C=C(C)NC2=O)=C1C)C1=CC=C(CN2CCOCC2)C=C1
ezutromid,,KSGCNXAZROJSNW-UHFFFAOYSA-N,CCS(=O)(=O)C1=CC=C2OC(=NC2=C1)C1=CC=C2C=CC=CC2=C1
velneperit,,WGEWUYACXPEFPO-AULYBMBSSA-N,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@@H](CC1)C(=O)NC1=NC=C(C=C1)C(F)(F)F
dihydrexidine,,BGOQGUHWXBGXJW-YOEHRIQHSA-N,OC1=C(O)C=C2[C@H]3[C@H](CCC2=C1)NCC1=CC=CC=C31
ozanezumab,,,
mgb-bp-3,,OEKXCVYZBVOWBR-BQYQJAHWSA-N,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC=C(\C=C\C4=CN=C5C=CC=CC5=C4)C=C3)=CN2C)C=C1C(=O)NCCN1CCOCC1
sacituzumab govitecan,,,
raluridine,,WKVDSZYIGHLONN-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1F)N1C=C(Cl)C(=O)NC1=O
td-139,,YGIDGBAHDZEYMT-MQFIMZJJSA-N,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)N2C=C(N=N2)C2=CC=CC(F)=C2)[C@H](O)[C@H]([C@H]1O)N1C=C(N=N1)C1=CC(F)=CC=C1
psi-352938,,PVRFQJIRERYGTQ-DSQUMVBZSA-N,CCOC1=C2N=CN([C@@H]3O[C@@H]4CO[P@@](=O)(OC(C)C)O[C@H]4[C@@]3(C)F)C2=NC(N)=N1
mk-7622,,JUVQLZBJFOGEEO-GOTSBHOMSA-N,CC1=CC=C(CC2=CC3=C(N=CN([C@H]4CCCC[C@@H]4O)C3=O)C3=CC=CC=C23)C=N1
calcitonin eel,,,
tt-301,,ZPJGUEPHFXPAQF-UHFFFAOYSA-N,C1CN(CCN1C1=NC=CC=N1)C1=C(C=C(N=N1)C1=CC=CC=C1)C1=CC=NC=C1
irdabisant,,XUKROCVZGZNGSI-CQSZACIVSA-N,C[C@@H]1CCCN1CCCOC1=CC=C(C=C1)C1=NNC(=O)C=C1
fiacitabine,,GIMSJJHKKXRFGV-BYPJNBLXSA-N,[H][C@]1(CO)O[C@@]([H])(N2C=C(I)C(=N)N=C2O)[C@@]([H])(F)[C@]1([H])O
trofosfamide,L01AA07,UMKFEPPTGMDVMI-UHFFFAOYSA-N,ClCCN(CCCl)P1(=O)OCCCN1CCCl
debio-1347,,BEMNJULZEQTDJY-UHFFFAOYSA-N,CC1=NC2=CC=C(C=C2N1)N1N=CC(C(=O)C2=CC3=CC=CC=C3N2)=C1N
zstk-474,,HGVNLRPZOWWDKD-UHFFFAOYSA-N,FC(F)C1=NC2=CC=CC=C2N1C1=NC(=NC(=N1)N1CCOCC1)N1CCOCC1
samarium sm-153,,KZUNJOHGWZRPMI-AKLPVKDBSA-N,[153Sm]
ly-2334737,,MEOYFIHNRBNEPI-UXIGCNINSA-N,CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
mannose,,GZCGUPFRVQAUEE-KVTDHHQDSA-N,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C=O
denenicokin,,,
factor xiii (human),,,
emicerfont,,JFHJGXQFESYQGY-UHFFFAOYSA-N,COC1=CC=C(N2CCC3=C2N=C(C)C=C3N2C=CC(=N2)N2CCNC2=O)C(C)=C1
nicoboxil,,IZJRISIINLJVBU-UHFFFAOYSA-N,CCCCOCCOC(=O)C1=CN=CC=C1
nolatrexed,,XHWRWCSCBDLOLM-UHFFFAOYSA-N,CC1=CC=C2N=C(N)NC(=O)C2=C1SC1=CC=NC=C1
mgl-3196,,FDBYIYFVSAHJLY-UHFFFAOYSA-N,CC(C)C1=CC(OC2=C(Cl)C=C(C=C2Cl)N2N=C(C#N)C(=O)NC2=O)=NNC1=O
corticorelin acetate,,,
mitolactol,,VFKZTMPDYBFSTM-GUCUJZIJSA-N,O[C@@H](CBr)[C@@H](O)[C@@H](O)[C@H](O)CBr
bimekizumab,,,
